区县,店铺名称,GCJ02_经度,GCJ02_纬度,WGS84_经度,WGS84_纬度,地址,联系电话,评分,人均消费（元）,商圈,营业时间
金水区,西牧尚品新疆菜·土坑烤全羊,113.733126,34.761841,113.733126,34.761841,通泰路与金水路交叉口向北50米路东,0371-86598888,4.6,75,暂无,8：00——22：00
金水区,百乐烘焙(经七路店),113.672079,34.775412,113.672079,34.775412,黄河路经七路交叉口向北90米路西,0371-63928730;15517550721,4.3,56,经八路,8：00——22：00
金水区,清真·领头羊铜锅涮,113.639122,34.830678,113.639122,34.830678,三全路索凌路交叉口向西100米路南,0371-68977777;15515772755,4.7,65,国基路,8：00——22：00
金水区,地道东北菜,113.691271,34.759017,113.691271,34.759017,城东路113号,15093403123,4.5,53,金水路,8：00——22：00
金水区,沃美莱生活超市(丰庆路店),113.648348,34.811507,113.648348,34.811507,丰庆路与北三环辅路交叉口东北80米,暂无,4.7,暂无,国基路,8：00——22：00
金水区,月下料理(楷林IFC店),113.771748,34.770302,113.771748,34.770302,金水东路88号郑州金融国际中心2号楼1层103,0371-65332625;13939035252;15738878411,4.5,683,暂无,8：00——22：00
金水区,螺呦味螺蛳粉(宝龙总店),113.735965,34.782407,113.735965,34.782407,郑东新区宝龙广场A区1257,13027745555;15837155551,4.8,20,暂无,8：00——22：00
金水区,老九牛羊肉(恒大名都店),113.669827,34.795648,113.669827,34.795648,恒大名都5栋102号,13526797069;15638260595,4.4,36,东风路,8：00——22：00
金水区,闽家味,113.643928,34.816087,113.643928,34.816087,丰庆佳苑11号楼门面房S1115,13905967489,4.6,64,国基路,8：00——22：00
金水区,泰象林茶餐厅,113.687557,34.795797,113.687557,34.795797,东风路与政七街西南角,18203978878,4.5,99,花园路,8：00——22：00
金水区,玉十八号米线(庙张北区店),113.774549,34.783303,113.774549,34.783303,祭城路街道庙张小区北院2号楼5单元一楼门面房,0371-86222105;15729366202;18614968892,4.4,19,暂无,8：00——22：00
金水区,清真·百顺斋手工鲜汤烩面,113.770423,34.780454,113.770423,34.780454,祭城社区心怡路36号院东门南110米,13526722198;18638758700,4.4,55,暂无,8：00——22：00
金水区,龙生源普洱驿站(金汇苑店),113.715449,34.783679,113.715449,34.783679,金汇苑东1门北110米(金汇桥地铁站B口步行300米),0371-86605678,4.6,暂无,熙地港,8：00——22：00
金水区,中州皇冠假日酒店·棕榈阁巴西烤肉海鲜自助餐厅,113.694345,34.762461,113.694345,34.762461,花园路街道金水路115号中州皇冠假日酒店,0371-65858645,4.4,151,金水路,8：00——22：00
金水区,姐弟南京咸水鸭(事务管理局家属院店),113.688004,34.770226,113.688004,34.770226,纬四路9-15号,13938409806;15093262706,4.7,19,花园路,8：00——22：00
金水区,茶百道(郑州金成时代广场店),113.706075,34.777075,113.706075,34.777075,姚砦路133号10号楼1层108号,17719801682,4.4,20,姚寨,8：00——22：00
金水区,Yes Lemon就是柠·手打柠檬茶(郑州油化厂店),113.64076,34.77157,113.64076,34.77157,沙口路黄河路北郑州记忆1952油化厂旅游休闲街区(东南角),18337171866,4.4,15,南阳路,8：00——22：00
金水区,失眠企鹅精酿啤酒(金融岛店),113.730068,34.81049,113.730068,34.81049,龙湖金融岛郑州银泰inPARK商业4区2层C-L2010,18736141358,4.5,暂无,暂无,8：00——22：00
金水区,YAHA·手作(国贸a座店),113.681253,34.784844,113.681253,34.784844,国贸a座4楼402(关虎屯地铁站C口步行280米),15824890420,4.5,29,花园路,8：00——22：00
金水区,福鹿家啤酒厂(丰庆路),113.648833,34.824525,113.648833,34.824525,丰庆路63号正商园田花园,18039397383,4.6,31,国基路,8：00——22：00
金水区,菜鸟驿站(升龙凤凰城店),113.707692,34.740356,113.707692,34.740356,陇海路与未来路交叉口凤凰茶城10号楼二单元3号铺,18135786313,4.4,暂无,未来路,8：00——22：00
金水区,呆着咖啡(天时路店),113.752471,34.783998,113.752471,34.783998,郑东新区天时路龙湖花园21号附27号,17600404651,4.2,39,暂无,8：00——22：00
金水区,湘约开小灶,113.673853,34.819391,113.673853,34.819391,国基路(陈寨东地铁站A口步行240米),13007615207;18937125468,4.1,56,北环,8：00——22：00
金水区,方一坤野山菌胡辣汤(凤凰城店),113.714788,34.744279,113.714788,34.744279,凤台路322号凤凰卫士花园18号楼1-2层,暂无,4.3,暂无,凤凰台,8：00——22：00
金水区,朴大叔拌饭(丹尼斯六天地店),113.721099,34.777063,113.721099,34.777063,丹尼斯六天地3楼巴奴旁,13033727853,4.3,30,商务内环,8：00——22：00
金水区,老卫全美糕点店,113.654396,34.808781,113.654396,34.808781,博颂路16-6-16号,0371-63336891;13592475106,4.2,20,东风路,8：00——22：00
金水区,全兴滋补鸡血汤(东风路店),113.634295,34.795124,113.634295,34.795124,南阳路256-4附近(同乐地铁站B口步行230米),13073775006,4.2,12,南阳路,8：00——22：00
金水区,醉面(郑州正道花园百货店),113.682349,34.769718,113.682349,34.769718,正道花园百货西门北70米,19836640437,4.2,14,花园路,8：00——22：00
金水区,瑞幸咖啡(国贸招银大厦店),113.681037,34.786048,113.681037,34.786048,花园路39号招银大厦一层大堂,4000100100,4.2,18,花园路,8：00——22：00
金水区,帕帕珍味(金融岛店),113.738662,34.812396,113.738662,34.812396,龙湖金融岛郑州银泰inPARK商业1区1层L1-DJ104-1,19103887435,4.2,12,暂无,8：00——22：00
金水区,醉巴鲜烤鱼(天悦城店),113.654334,34.829257,113.654334,34.829257,三全路和中方园路86号天悦城负一层华豫百佳内,19138111929,4.2,59,国基路,8：00——22：00
金水区,醉面(郑州绿地360店),113.76672,34.770227,113.76672,34.770227,金水东路80号新田360广场郑州绿地店F5层,15014121701,4.2,17,暂无,8：00——22：00
金水区,醉巴鲜烤鱼(瀚海北金店),113.665823,34.809201,113.665823,34.809201,瀚海北金商场3楼,15303845138,4.1,57,东风路,8：00——22：00
金水区,醉面(郑州金城国际店),113.692137,34.794425,113.692137,34.794425,经三路农科路招商银行旁边,15138691109,4.2,14,经三路沿线,8：00——22：00
金水区,醉面(郑州新東意店),113.699416,34.779812,113.699416,34.779812,东明路北218号索克大厦一楼,17638189751,4.2,23,丰产路,8：00——22：00
金水区,眷茶(普罗旺世店),113.6354,34.823698,113.6354,34.823698,国基路168号普罗旺世小区地中海商业广场普罗市集1层04号商铺,13271563037,4.2,21,国基路,8：00——22：00
金水区,食光里(正弘城店),113.680475,34.795825,113.680475,34.795825,花园路126号郑州正弘城B1层(东风路地铁站C口旁),0371-88920520,4.1,55,花园路,8：00——22：00
金水区,樽舞和牛海鲜火锅(建业总部港店),113.730588,34.784849,113.730588,34.784849,河南自贸试验区郑州片区(郑东)地所润路19号3号楼1层105号2层209号,19137645800,4.5,511,熙地港,8：00——22：00
金水区,和香花式铁板烧料理(原盛国际店),113.770327,34.767559,113.770327,34.767559,金水东路与心怡路交叉口(向南50米原盛国际3号楼C座1层8号底商)距郑东新区心怡路小学,17796506995,4.5,86,暂无,8：00——22：00
金水区,张老四大虾王(丰庆路店),113.6481,34.796867,113.6481,34.796867,丰庆路于群办路交叉口东北角,13298327780;13298331992;13460278341,4.4,76,东风路,8：00——22：00
金水区,静水瓦屋(三石大厦店),113.693877,34.796871,113.693877,34.796871,经三路与鑫苑路交叉口三石大厦1-2层,18860353444,4.5,158,经三路沿线,8：00——22：00
金水区,豫发馍菜汤(绿洲·银郡店),113.69226,34.79108,113.69226,34.79108,经三路56号院综合楼裙楼二层,0371-63389770,4.4,暂无,经三路沿线,8：00——22：00
金水区,河南中医药大学龙子湖校区杏苑餐厅,113.805237,34.783891,113.805237,34.783891,河南中医药大学龙子湖校区北门西南80米,暂无,4.3,8,暂无,8：00——22：00
金水区,剧会音乐西餐厅,113.679953,34.774851,113.679953,34.774851,黄河路17附3(黄河路地铁站D口步行220米),暂无,4.6,102,花园路,8：00——22：00
金水区,至尊强仔(正光北街店),113.754982,34.771566,113.754982,34.771566,农业南路与正光北街交叉口东50米,0371-55006688,4.6,80,暂无,8：00——22：00
金水区,约尚蛋糕龙子湖店,113.793938,34.807722,113.793938,34.807722,教工花苑西门北150米,15036063492,4.5,55,暂无,8：00——22：00
金水区,阿米奇餐厅酒吧,113.707764,34.763475,113.707764,34.763475,未来路与金水路交叉口附近(燕庄地铁站A口步行390米),0371-89960838,4,255,燕庄,8：00——22：00
金水区,未来大酒店,113.707084,34.769278,113.707084,34.769278,未来路69号附1号,0371-65612288;13603980643,4.6,暂无,金水路,8：00——22：00
金水区,清真·阿恰西域饭店(东洲商务店),113.765579,34.760788,113.765579,34.760788,金水区自贸试验区郑州片区(郑东)创业路6号东风南路向西20米路北,0371-58533677,4.3,62,暂无,8：00——22：00
金水区,世家牛扒城,113.666585,34.770974,113.666585,34.770974,文化路与任寨北街交叉口西北角,0371-86668881;0371-86668885,4.5,88,经八路,8：00——22：00
金水区,霖豆烤鱼,113.757714,34.757155,113.757714,34.757155,路劲青春悦园东门北100米,15515622292,4.4,51,暂无,8：00——22：00
金水区,歌迷量贩KTV全国连锁(文化路),113.666182,34.800757,113.666182,34.800757,文化路71号,0371-53621001,4.6,81,东风路,8：00——22：00
金水区,善缘聚素食(CBD店),113.733121,34.762087,113.733121,34.762087,祭城路街道郑东新区金水路与通泰路交叉口向北50米路东雄鹰商务一楼,15890190046,4.6,96,暂无,8：00——22：00
金水区,昕语牛排(金明路),113.688775,34.802375,113.688775,34.802375,广电南路金明路南300米路西,13193855771,4.8,68,花园路,8：00——22：00
金水区,鲁班张中原家宴(马庄街店),113.711618,34.788872,113.711618,34.788872,马庄街3号,0371-68090888;13526816381,4.7,260,熙地港,8：00——22：00
金水区,伊园涮锅,113.689989,34.757731,113.689989,34.757731,东里路1号附1号,0371-66319889,4.4,58,金水路,8：00——22：00
金水区,郑州绿地JW万豪酒店大堂吧,113.727264,34.770921,113.727264,34.770921,商务内环路中央公园2号千玺广场38层,0371-87078210,4.4,暂无,商务内环,8：00——22：00
金水区,墨兰轩(如意东路辅路店),113.733828,34.78182,113.733828,34.78182,宝龙广场A区2022号,0371-86118601,4.7,暂无,暂无,8：00——22：00
金水区,湘珍湖南米粉牛肉面(通泰路店),113.732906,34.748663,113.732906,34.748663,商都路通泰路西北角(通泰路地铁站D口步行80米),暂无,4.5,12,暂无,8：00——22：00
金水区,范院坞茶馆(鑫园小区店),113.716688,34.752586,113.716688,34.752586,商城东路4-1,0371-69168389,4.5,93,未来路,8：00——22：00
金水区,黔家婆酸汤牛肉火锅(金水印象汇店),113.725257,34.749336,113.725257,34.749336,中州大道1188号印象汇商场四层04-05铺位,13253329766,4,66,郑汴路,8：00——22：00
金水区,桥头之约烤吧(宝龙广场A区店),113.734743,34.782555,113.734743,34.782555,宝龙城市广场14号门旁(农业东路地铁站A口步行60米),13673665554;13683838216,4.2,112,暂无,8：00——22：00
金水区,豫知音赋宴坊,113.755264,34.771666,113.755264,34.771666,招银大厦2号楼1-3层,0371-62221666;15617925513,4.5,308,暂无,8：00——22：00
金水区,田小灶,113.706084,34.775549,113.706084,34.775549,红砖路与姚砦路交汇处东南角金成时代广场2号楼3单元1-117,18836953533,4.4,25,姚寨,8：00——22：00
金水区,郭鑫峰爆汁炸鸡腿,113.669408,34.775498,113.669408,34.775498,经八路11号海鲜农贸市场1楼01号,13223018132,4.5,16,经八路,8：00——22：00
金水区,哪吒同学 云南鲜烫牛肉米线 (金成时代广场店),113.706569,34.776872,113.706569,34.776872,7-128(姚砦·聂庄地铁站C口步行380米),18336510285,4.5,11,姚寨,8：00——22：00
金水区,拾云记,113.734912,34.781181,113.734912,34.781181,宝龙广场A区东北门西南290米,19337102688,4.6,52,暂无,8：00——22：00
金水区,Oops!哎呦,113.66844,34.76024,113.66844,34.76024,西里路47号,15225106974,4.4,94,金水路,8：00——22：00
金水区,禧粤·荷塘粤色,113.699117,34.805982,113.699117,34.805982,福彩路1号山顶御鑫城1号楼1层附2号,18538109911,4.5,64,北林路,8：00——22：00
金水区,大汗烤羊腿(岗杜街店),113.653231,34.769277,113.653231,34.769277,南阳路与岗杜街交叉向东50-100米左右,13756430777;15981873699,4.4,92,金水路,8：00——22：00
金水区,郑州索菲特国际饭店,113.692526,34.761908,113.692526,34.761908,金水路115号E座,0371-65950088,4.6,暂无,金水路,8：00——22：00
金水区,枫糖里·糖水铺,113.647015,34.80078,113.647015,34.80078,东风路街道瀚海海尚商业街1层B172,13523429773,4.3,18,东风路,8：00——22：00
金水区,江西烧菜馆·南昌府,113.736112,34.756182,113.736112,34.756182,商鼎路与百福街向北50米路西,18530014235,4.3,75,暂无,8：00——22：00
金水区,纪闲斋铜锅涮(凤鸣路店),113.723632,34.749701,113.723632,34.749701,建业路90号建业新天地桂园,暂无,4.3,暂无,郑汴路,8：00——22：00
金水区,福鹿家啤酒厂(健康路店),113.663927,34.773294,113.663927,34.773294,健康路与黄河路交叉口往南100米路西,18338276671,4.3,暂无,省体育馆,8：00——22：00
金水区,刘涛烧烤(龙鑫苑店),113.73611,34.757583,113.73611,34.757583,兴荣街与百福街交叉口南70米1号11号楼1-2层07号,13673382583;13783618946,4,63,暂无,8：00——22：00
金水区,老爸烧鸡店,113.651864,34.770051,113.651864,34.770051,岗杜北街(海滩寺地铁站B口步行420米),17638161586,4.1,17,金水路,8：00——22：00
金水区,ZHONG BAR coffee&brew(熙地港店),113.719024,34.787227,113.719024,34.787227,地润路3号绿城百合公寓9号楼1层附06号,13283809708,4.2,暂无,熙地港,8：00——22：00
金水区,让咖啡艺术空间(民航路12号天源小区店),113.716425,34.76521,113.716425,34.76521,民航路22号院6号楼1层,13290900899,4.2,暂无,金水路,8：00——22：00
金水区,MEAT肉食者薄底披萨&芝士欧包(万达中心店),113.676898,34.793469,113.676898,34.793469,农科路金水万达金街二楼10-236号商铺,15003890155,4.3,62,东风路,8：00——22：00
金水区,味美斋烩面包子城(开元小区店),113.637373,34.792495,113.637373,34.792495,南阳路与群办路交叉口北50米路西,18638134303,4.5,41,东风路,8：00——22：00
金水区,班记油泼面(正弘蓝堡湾2期南区店),113.673237,34.79515,113.673237,34.79515,正弘蓝堡湾二期南区西门旁,0371-55033777,4.4,20,花园路,8：00——22：00
金水区,宝弟羊肉馆(众意路店),113.722596,34.787143,113.722596,34.787143,温哥华山庄北区东南2门东北390米,0371-55056567,4.3,101,熙地港,8：00——22：00
金水区,银杏树海鲜餐厅(金水路店),113.684358,34.763326,113.684358,34.763326,紫荆山广场西北门东190米,0371-60950855,4.6,暂无,金水路,8：00——22：00
金水区,李兰贵咸水鸭老店(经一路店),113.69771,34.767175,113.69771,34.767175,经一路6号,暂无,4.6,48,金水路,8：00——22：00
金水区,金经有味小馆子(经二路店),113.695299,34.764408,113.695299,34.764408,经二路2号,0371-60940822;13673990033,4.3,49,金水路,8：00——22：00
金水区,爱斯米牛排自助(郑州国贸新田360广场店),113.680542,34.785636,113.680542,34.785636,花园路38号大商新玛特店内7楼AF7022,17203832283,4.5,64,花园路,8：00——22：00
金水区,叙源石斛宴(民生路店),113.751967,34.760528,113.751967,34.760528,祭城路街道民生路5号金领时代,15538138000,4.6,98,暂无,8：00——22：00
金水区,豫文德川香,113.729552,34.754586,113.729552,34.754586,商鼎路1号院1号楼0102号,0371-86633368,4.4,57,暂无,8：00——22：00
金水区,老朱烧烤(顺河路店),113.699739,34.759569,113.699739,34.759569,顺河路18号附3号,13140015559;15303817019,4.4,50,紫荆山,8：00——22：00
金水区,珂子珍味海鲜(经一路总店),113.697741,34.770784,113.697741,34.770784,花园路街道经一路9号门面房,0371-88812722;18625770993,4.7,101,金水路,8：00——22：00
金水区,灵宝小吃新弘农全羊馆总店,113.747403,34.779947,113.747403,34.779947,永基美邻东南门旁,0371-86563003,4.5,40,暂无,8：00——22：00
金水区,本味·焖罐源(天泽街店),113.739271,34.786968,113.739271,34.786968,天泽街1之2-3,0371-68891199;15038078854,4.7,93,暂无,8：00——22：00
金水区,三义春羊肉汤·烩面,113.773644,34.767395,113.773644,34.767395,雅宝·东方国际花园南2门东50米,13523459608,4.4,20,暂无,8：00——22：00
金水区,京顺斋羊肉铺(百福街店),113.736113,34.755692,113.736113,34.755692,龙杰苑东门南120米,16638088868,4.8,84,暂无,8：00——22：00
金水区,小蟹元迷宗蟹,113.712727,34.749659,113.712727,34.749659,玉凤路与凤鸣路交叉口向东100米路南聚锦国际一楼,0371-86090718;13907938626,4.6,128,郑汴路,8：00——22：00
金水区,郑州烤鸭总店(人民路店),113.680521,34.761536,113.680521,34.761536,紫荆山地铁站D口步行250米,0371-66231074;0371-66252796;0371-66266197,4.5,暂无,金水路,8：00——22：00
金水区,溯源饮艺茗茶(东明路店),113.700364,34.774046,113.700364,34.774046,东明路173号,0371-55950777;18625587879,4.6,42,暂无,8：00——22：00
金水区,群青咖啡馆(盛世年华店),113.745401,34.757786,113.745401,34.757786,兴荣街2-104号(黄河南路地铁站E口步行450米),0371-55620289,4.4,78,暂无,8：00——22：00
金水区,豫宴泓园,113.807142,34.790461,113.807142,34.790461,平安大道199号建业智慧港1-2层,0371-65667566,4.6,90,暂无,8：00——22：00
金水区,半亩地(政七街店),113.687248,34.772529,113.687248,34.772529,纬五路与政七街交叉口向北20米路西,0371-65971262,4.4,45,花园路,8：00——22：00
金水区,董米线(健康路店),113.66332,34.766977,113.66332,34.766977,大石桥街道体育馆西侧优胜南路1号天下城,18638716800;18638947805,4.3,18,金水路,8：00——22：00
金水区,黎留义烩面馆(龙子湖店),113.807365,34.791054,113.807365,34.791054,平安大道与中道东路交叉口向南50米,0371-60928818;18538057779,4.3,37,暂无,8：00——22：00
金水区,巴记羊肉汤烩面馆(黄河路店),113.69928,34.77485,113.69928,34.77485,东明路黄河路交叉口西100米路北,0371-56795777;15517520777,4.4,32,暂无,8：00——22：00
金水区,郑享吃烩面烧烤(红专路店),113.695801,34.779799,113.695801,34.779799,红专路103号,16638121212,4.6,54,经二路,8：00——22：00
金水区,东北饺子馆(祥盛街店),113.769902,34.766079,113.769902,34.766079,祥盛街29号院3号楼东单元一层门面,15649057777,4.3,18,暂无,8：00——22：00
金水区,百年味道炝锅面(聚锦苑店),113.711239,34.749252,113.711239,34.749252,卡鲁小镇国际儿童成长中心西北门南60米,0371-55668875,4.4,39,郑汴路,8：00——22：00
金水区,口福老店熬炒鸡(红旗路店),113.689895,34.776784,113.689895,34.776784,红旗路88-1号(省人民医院地铁站D口步行470米),0371-56677760,4.7,29,经三路沿线,8：00——22：00
金水区,百年味道炝锅面(通泰路店),113.733592,34.751028,113.733592,34.751028,通泰路八里庙社区南六区4号楼与5号楼之间门面房,0371-55662322;15639033557,4.5,33,暂无,8：00——22：00
金水区,上贤居湖北菜(政七街店),113.687209,34.788204,113.687209,34.788204,政七街98号,0371-65867899;15617727212,4.3,67,花园路,8：00——22：00
金水区,付亮炒鸡大盆骨(恒升家园店),113.688484,34.80037,113.688484,34.80037,恒升家园东门南180米,13849048630,4.6,31,经三路沿线,8：00——22：00
金水区,越秀酒家(任寨北街店),113.669141,34.77065,113.669141,34.77065,任寨北街6-13号,0371-63837666;0371-63837888;15136208800,4.4,145,金水路,8：00——22：00
金水区,醒客书店,113.672043,34.782303,113.672043,34.782303,经七路15号-14附近,0371-60915868,4.5,26,丰产路,8：00——22：00
金水区,醉猫猫咖狗咖小宠咖,113.681323,34.784793,113.681323,34.784793,农业路花园路路口国贸A座写字楼21层2103室,17335773208,4.4,暂无,花园路,8：00——22：00
金水区,襄县老海记焖面城,113.698031,34.765574,113.698031,34.765574,经一路与政四街交叉口路东北角,15517575557,4.4,31,金水路,8：00——22：00
金水区,阿毛老川菜(林科路店),113.705923,34.789296,113.705923,34.789296,非常国际2期南门东110米,15136168861,4.5,40,暂无,8：00——22：00
金水区,郑州建业艾美酒店·乐美中餐厅,113.724922,34.747572,113.724922,34.747572,郑东新区中州大道郑汴路交叉口建业艾美酒店一楼,暂无,4.4,暂无,郑汴路,8：00——22：00
金水区,清真老李牛肉丸子汤(黄河路230号院店),113.650734,34.774936,113.650734,34.774936,黄河路50号(海滩寺地铁站A口步行160米),暂无,4.3,13,南阳路,8：00——22：00
金水区,大厨小宴(御府3号店),113.685643,34.819572,113.685643,34.819572,御府三号一号楼一单元(沙门地铁站E口步行180米),15638913600,4.6,36,花园路,8：00——22：00
金水区,梅苑家常菜,113.667157,34.761427,113.667157,34.761427,烟草研究院家属南院二七路79号院西门旁,0371-66232551,4.6,44,金水路,8：00——22：00
金水区,百年老店白堽羊肉烹羊世家,113.701183,34.779789,113.701183,34.779789,红专路117号1号楼,0371-65956555;0371-65965969;15136411210,4.5,70,姚寨,8：00——22：00
金水区,客家菜馆(政七街),113.687669,34.79388,113.687669,34.79388,东风路与政七街交汇处向南200米路西,15936233866,4.6,40,花园路,8：00——22：00
金水区,豪佳香,113.661808,34.774455,113.661808,34.774455,经八路街道黄河路89号,0371-63872333,4.5,50,省体育馆,8：00——22：00
金水区,丽都酒楼(经五路店),113.678115,34.782922,113.678115,34.782922,关虎屯商业步行街与经五路交叉口东50米,0371-65711803;0371-65730468;18625578374,4.4,57,花园路,8：00——22：00
金水区,东京包子楼(河南省农机局家属院店),113.687186,34.777672,113.687186,34.777672,政七街路南31号,13937181196;15617605211,4.6,30,花园路,8：00——22：00
金水区,小凯撒披萨,113.658294,34.808448,113.658294,34.808448,博颂路东润泰和,13673990101;18530886884,4.8,35,东风路,8：00——22：00
金水区,上河帮老川菜(恒升府第3期店),113.698991,34.802985,113.698991,34.802985,恒升府第3期西2门旁,0371-86235736;13598093069,4.4,33,北林路,8：00——22：00
金水区,鮨涵料理(五行嘉园店),113.722922,34.768598,113.722922,34.768598,五行嘉园A座西南门旁(会展中心地铁站D口步行360米),13426209148,4.4,220,商务内环,8：00——22：00
金水区,润居茶水间,113.725636,34.786894,113.725636,34.786894,联盟新城七期51栋1层,0371-89917000;0371-89917070;13838355704,4.5,200,熙地港,8：00——22：00
金水区,湖北渔村(任寨北街店),113.668207,34.770657,113.668207,34.770657,任寨北街6-5号,0371-63821552,4.5,47,省体育馆,8：00——22：00
金水区,麻婆豆腐(建业路店),113.722118,34.760048,113.722118,34.760048,未来路街道金水路201号绿城水岸名苑,13213010719,4.5,41,燕庄,8：00——22：00
金水区,火豹脆皮炸鸡(晨旭路总店),113.694165,34.801363,113.694165,34.801363,花花牛家属院北门西北50米,18503884515,4.3,17,经三路沿线,8：00——22：00
金水区,辛记烤羊腿碳锅鱼(黄河路店),113.655395,34.775141,113.655395,34.775141,卫生路与黄河路向北20米路西,18539952267,4.6,49,南阳路,8：00——22：00
金水区,泰诚行泰式融合餐厅(任寨北街店),113.668814,34.77065,113.668814,34.77065,任寨北街6号院北门旁,15838125818,4.6,91,省体育馆,8：00——22：00
金水区,ZAX BBQ(正弘蓝堡湾店),113.674951,34.7962,113.674951,34.7962,蓝堡湾二期贵人街6-106,0371-55631914,4.5,109,花园路,8：00——22：00
金水区,郑州航空工业管理学院东苑餐厅,113.788778,34.786778,113.788778,34.786778,相济路郑州航空工业管理学院,暂无,4.5,14,暂无,8：00——22：00
金水区,驴佰味驴肉炖锅(信息学院路店),113.659178,34.804904,113.659178,34.804904,信息学院路与文劳路交叉口向南20m,13838282762,4.3,46,东风路,8：00——22：00
金水区,纸片咖啡·面包·蛋糕,113.699828,34.795553,113.699828,34.795553,鑫苑路鑫苑名家19号楼一楼西户,15617877752,4.7,50,北林路,8：00——22：00
金水区,RIO CAFE(外贸家属院店),113.661105,34.775085,113.661105,34.775085,文化路街道黄河路黄河北街向北10米,0371-63903700;15981872669,4.3,28,暂无,8：00——22：00
金水区,四川阿彭回锅肉饭店(百福街店),113.736489,34.75706,113.736489,34.75706,百福街龙祥苑小区23-24号商铺,15515944611;18134741118,4.6,暂无,暂无,8：00——22：00
金水区,景祥烩面,113.684935,34.773601,113.684935,34.773601,政六街3号附16号近黄河路,0371-65937088;0371-65966558,4.4,暂无,花园路,8：00——22：00
金水区,永合酒店(国贸360动物园店),113.693917,34.786248,113.693917,34.786248,农业路37号(银丰商务港B座11-16楼),0371-60681888,4.4,暂无,经三路沿线,8：00——22：00
金水区,长城饭店,113.692202,34.770523,113.692202,34.770523,经三路14号,0371-65797777;0371-65797590;0371-65797557;0371-65797559,4.3,暂无,经三路沿线,8：00——22：00
金水区,船越鲜鱼捞(丹尼斯六天地店),113.720918,34.77674,113.720918,34.77674,郑东新区商务内环路与众意路交叉口丹尼斯6天地大卖场F3层,15937126112,4.1,108,商务内环,8：00——22：00
金水区,二毛川菜馆(黄河路店),113.676431,34.774827,113.676431,34.774827,黄河路18号,0371-86009108;18695857215,4.2,55,暂无,8：00——22：00
金水区,朝鲜饭店(顺河路),113.697528,34.759646,113.697528,34.759646,顺河路16号,13938467565,4.2,85,紫荆山,8：00——22：00
金水区,千爱和食日式料理,113.716245,34.764316,113.716245,34.764316,民航路14号(民航路地铁站H口步行220米),18638166128,4.3,97,燕庄,8：00——22：00
金水区,管记凉皮老店(黄河路店),113.674525,34.774839,113.674525,34.774839,黄河路21号底层,15538350221;17752540221,4.1,14,暂无,8：00——22：00
金水区,西域臻品砂锅鸡(新村路店),113.647874,34.827968,113.647874,34.827968,宏泰路56-13,15515851213,4.1,43,国基路,8：00——22：00
金水区,函谷关灵宝羊肉汤馆(东明路店),113.699968,34.787072,113.699968,34.787072,东明路与农业路交叉口向北30米路西,0371-65822898,4.2,21,暂无,8：00——22：00
金水区,来只鸭(渠东路店),113.674704,34.800288,113.674704,34.800288,圣菲城1期17号(渠东路与花园路交叉口向西600米路北),13613864065,4.2,62,花园路,8：00——22：00
金水区,张记美味思大盘鸡(林科路总店),113.701096,34.789362,113.701096,34.789362,林科路与东明路交叉口东30米路北,0371-65710731;15938794565,4.2,48,暂无,8：00——22：00
金水区,聚奎苑烩面专家,113.667456,34.783614,113.667456,34.783614,社会科学界联合会北门西230米,18037103678,4.2,33,丰产路,8：00——22：00
金水区,缇塔咖啡馆(中海锦苑店),113.656296,34.806362,113.656296,34.806362,文劳路中海锦苑南门东街商铺149号,18939516833,4.2,30,东风路,8：00——22：00
金水区,三和堂老菜馆,113.678842,34.810221,113.678842,34.810221,北三环与花园路交叉口(桥下辅道)向西50米路北,13526603870;15515901333,4.2,89,花园路,8：00——22：00
金水区,麻婆豆腐(郑州金水区),113.643963,34.765307,113.643963,34.765307,沙口路明珠小城1号商铺(门口北侧底商),15639906275,4.2,38,金水路,8：00——22：00
金水区,飞坛黔语·贵州习水麻羊火锅(郑州银泰in PARK店),113.729641,34.810668,113.729641,34.810668,金水区北龙湖金融岛银泰C区二楼C-L2013号,0371-69661888,4,114,暂无,8：00——22：00
金水区,绿城中州国际大饭店(郑州会展中心高铁东站店),113.722905,34.761891,113.722905,34.761891,金水路201号,0371-85510000;0371-85518108,4.8,暂无,燕庄,8：00——22：00
金水区,大河锦江饭店,113.681372,34.772425,113.681372,34.772425,花园路66号,0371-65929999,4.6,暂无,花园路,8：00——22：00
金水区,辣不二地道川菜(大旺城购物中心店),113.770429,34.779799,113.770429,34.779799,祭城社区心怡路55号院西门南200米,暂无,4.6,60,暂无,8：00——22：00
金水区,煮叶(郑州郑东万象城店),113.76547,34.764128,113.76547,34.764128,金水东路辅路与才高街交叉口东南200米郑州郑东万象城L1层,18638261373,4.5,26,暂无,8：00——22：00
金水区,蔡澜港式点心(郑州郑东万象城店),113.763036,34.766155,113.763036,34.766155,金水东路辅路与才高街交叉口东南200米郑州郑东万象城L7层,暂无,4.3,96,暂无,8：00——22：00
金水区,费大厨辣椒炒肉(郑州郑东万象城店),113.763361,34.766434,113.763361,34.766434,金水东路辅路与才高街交叉口东南200米郑州郑东万象城L6层,0371-53370703,4.7,73,暂无,8：00——22：00
金水区,喜庭海鲜自助,113.764953,34.765682,113.764953,34.765682,郑东万象城,0371-55952389,4.6,180,暂无,8：00——22：00
